Question ID,Question Text,All,44+,55+,Africa,Asia,Caribbean,Central America,Central Asia,Eastern Africa,Eastern Asia,Eastern Europe,Europe,Middle Africa,North America,Norther Europe,Northern Africa,Northern America,O1: Arabic,O1: Chinese (China),O1: English,O1: French,O1: Hindi,O1: Portuguese (Portugal),O1: Russian,O1: Spanish,O2: &lt;18,O2: 18-25,O2: 26-35,O2: 36-45,O2: 46-55,O2: 56-65,O2: 65+,O3: Female,O3: Male,O3: Non-binary,O3: Other / prefer not to say,O4: Rural,O4: Suburban,O4: Urban,O5: Equally concerned and excited,O5: More concerned than excited,O5: More excited than concerned,O6: Buddhism,O6: Christianity,O6: Hinduism,O6: I do not identify with any religious group or faith,O6: Islam,O6: Judaism,O6: Other religious group,O6: Sikhism,O7: Afghanistan,O7: Albania,O7: Algeria,O7: Andorra,O7: Angola,O7: Antigua & Deps,O7: Argentina,O7: Armenia,O7: Australia,O7: Austria,O7: Azerbaijan,O7: Bahamas,O7: Bahrain,O7: Bangladesh,O7: Barbados,O7: Belarus,O7: Belgium,O7: Belize,O7: Benin,O7: Bhutan,O7: Bolivia,O7: Bosnia Herzegovina,O7: Botswana,O7: Brazil,O7: Brunei,O7: Bulgaria,O7: Burkina,O7: Burundi,O7: Cambodia,O7: Cameroon,O7: Canada,O7: Cape Verde,O7: Central African Rep,O7: Chad,O7: Chile,O7: China,O7: Colombia,O7: Comoros,O7: Congo,O7: Congo {Democratic Rep},O7: Costa Rica,O7: Croatia,O7: Cuba,O7: Cyprus,O7: Czech Republic,O7: Denmark,O7: Djibouti,O7: Dominica,O7: Dominican Republic,O7: East Timor,O7: Ecuador,O7: Egypt,O7: El Salvador,O7: Equatorial Guinea,O7: Eritrea,O7: Estonia,O7: Ethiopia,O7: Fiji,O7: Finland,O7: France,O7: Gabon,O7: Gambia,O7: Georgia,O7: Germany,O7: Ghana,O7: Greece,O7: Grenada,O7: Guatemala,O7: Guinea,O7: Guinea-Bissau,O7: Guyana,O7: Haiti,O7: Honduras,O7: Hungary,O7: Iceland,O7: India,O7: Indonesia,O7: Iran,O7: Iraq,O7: Ireland {Republic},O7: Israel,O7: Italy,O7: Ivory Coast,O7: Jamaica,O7: Japan,O7: Jordan,O7: Kazakhstan,O7: Kenya,O7: Kiribati,O7: Korea North,O7: Korea South,O7: Kosovo,O7: Kuwait,O7: Kyrgyzstan,O7: Laos,O7: Latvia,O7: Lebanon,O7: Lesotho,O7: Liberia,O7: Libya,O7: Liechtenstein,O7: Lithuania,O7: Luxembourg,O7: Macedonia,O7: Madagascar,O7: Malawi,O7: Malaysia,O7: Maldives,O7: Mali,O7: Malta,O7: Marshall Islands,O7: Mauritania,O7: Mauritius,O7: Mexico,O7: Micronesia,O7: Moldova,O7: Monaco,O7: Mongolia,O7: Montenegro,O7: Morocco,O7: Mozambique,"O7: Myanmar, {Burma}",O7: Namibia,O7: Nauru,O7: Nepal,O7: Netherlands,O7: New Zealand,O7: Nicaragua,O7: Niger,O7: Nigeria,O7: Norway,O7: Oman,O7: Pakistan,O7: Palau,O7: Palestine,O7: Panama,O7: Papua New Guinea,O7: Paraguay,O7: Peru,O7: Philippines,O7: Poland,O7: Portugal,O7: Qatar,O7: Romania,O7: Russian Federation,O7: Rwanda,O7: Saint Vincent & the Grenadines,O7: Samoa,O7: San Marino,O7: Sao Tome & Principe,O7: Saudi Arabia,O7: Senegal,O7: Serbia,O7: Seychelles,O7: Sierra Leone,O7: Singapore,O7: Slovakia,O7: Slovenia,O7: Solomon Islands,O7: Somalia,O7: South Africa,O7: South Sudan,O7: Spain,O7: Sri Lanka,O7: St Kitts & Nevis,O7: St Lucia,O7: Sudan,O7: Suriname,O7: Swaziland,O7: Sweden,O7: Switzerland,O7: Syria,O7: Taiwan,O7: Tajikistan,O7: Tanzania,O7: Thailand,O7: Togo,O7: Tonga,O7: Trinidad & Tobago,O7: Tunisia,O7: Turkmenistan,O7: Tuvalu,O7: Türkiye,O7: Uganda,O7: Ukraine,O7: United Arab Emirates,O7: United Kingdom,O7: United States,O7: Uruguay,O7: Uzbekistan,O7: Vanuatu,O7: Vatican City,O7: Venezuela,O7: Vietnam,O7: Yemen,O7: Zambia,O7: Zimbabwe,Oceania,South America,South Eastern Asia,Souther Asia,Southern Africa,Southern Europe,Western Africa,Western Asia,Western Europe
97101884-3bc5-4d18-851b-d3f796755816,Please select your preferred language:,986,114,29,193,484,2,17,16,151,107,34,130,0,97,36,34,78,18,91,742,14,5,25,27,64,0,288,400,184,85,21,8,483,488,8,7,88,245,653,539,113,334,33,327,134,282,165,21,20,4,0,0,6,0,0,0,1,1,10,2,0,0,0,16,0,0,3,0,0,0,0,0,0,30,0,0,0,0,0,0,26,0,0,0,38,70,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,12,0,0,0,0,0,0,3,13,0,0,0,11,0,1,0,0,0,0,0,0,0,4,1,183,40,0,0,1,29,9,0,0,22,0,16,143,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,13,0,0,0,0,0,0,16,0,0,0,0,0,13,0,0,0,0,0,5,2,0,0,0,1,0,24,0,1,1,0,0,0,19,8,2,0,1,9,0,1,0,0,0,4,0,0,0,0,8,10,0,0,0,8,0,11,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,10,0,2,2,25,52,0,0,0,0,0,12,0,0,1,12,69,92,223,8,24,0,47,36
918988f3-ca24-411b-8091-0bb524e8cd40,How old are you?,986,114,29,193,484,2,17,16,151,107,34,130,0,97,36,34,78,18,91,742,14,5,25,27,64,0,288,400,184,85,21,8,483,488,8,7,88,245,653,539,113,334,33,327,134,282,165,21,20,4,0,0,6,0,0,0,1,1,10,2,0,0,0,16,0,0,3,0,0,0,0,0,0,30,0,0,0,0,0,0,26,0,0,0,38,70,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,12,0,0,0,0,0,0,3,13,0,0,0,11,0,1,0,0,0,0,0,0,0,4,1,183,40,0,0,1,29,9,0,0,22,0,16,143,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,13,0,0,0,0,0,0,16,0,0,0,0,0,13,0,0,0,0,0,5,2,0,0,0,1,0,24,0,1,1,0,0,0,19,8,2,0,1,9,0,1,0,0,0,4,0,0,0,0,8,10,0,0,0,8,0,11,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,10,0,2,2,25,52,0,0,0,0,0,12,0,0,1,12,69,92,223,8,24,0,47,36
7bd1c2d3-fe51-4d20-947b-7e258cf27ded,What is your gender?,986,114,29,193,484,2,17,16,151,107,34,130,0,97,36,34,78,18,91,742,14,5,25,27,64,0,288,400,184,85,21,8,483,488,8,7,88,245,653,539,113,334,33,327,134,282,165,21,20,4,0,0,6,0,0,0,1,1,10,2,0,0,0,16,0,0,3,0,0,0,0,0,0,30,0,0,0,0,0,0,26,0,0,0,38,70,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,12,0,0,0,0,0,0,3,13,0,0,0,11,0,1,0,0,0,0,0,0,0,4,1,183,40,0,0,1,29,9,0,0,22,0,16,143,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,13,0,0,0,0,0,0,16,0,0,0,0,0,13,0,0,0,0,0,5,2,0,0,0,1,0,24,0,1,1,0,0,0,19,8,2,0,1,9,0,1,0,0,0,4,0,0,0,0,8,10,0,0,0,8,0,11,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,10,0,2,2,25,52,0,0,0,0,0,12,0,0,1,12,69,92,223,8,24,0,47,36
98682df5-bd78-40fb-afbb-676d369b74f1,What best describes where you live?,986,114,29,193,484,2,17,16,151,107,34,130,0,97,36,34,78,18,91,742,14,5,25,27,64,0,288,400,184,85,21,8,483,488,8,7,88,245,653,539,113,334,33,327,134,282,165,21,20,4,0,0,6,0,0,0,1,1,10,2,0,0,0,16,0,0,3,0,0,0,0,0,0,30,0,0,0,0,0,0,26,0,0,0,38,70,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,12,0,0,0,0,0,0,3,13,0,0,0,11,0,1,0,0,0,0,0,0,0,4,1,183,40,0,0,1,29,9,0,0,22,0,16,143,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,13,0,0,0,0,0,0,16,0,0,0,0,0,13,0,0,0,0,0,5,2,0,0,0,1,0,24,0,1,1,0,0,0,19,8,2,0,1,9,0,1,0,0,0,4,0,0,0,0,8,10,0,0,0,8,0,11,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,10,0,2,2,25,52,0,0,0,0,0,12,0,0,1,12,69,92,223,8,24,0,47,36
f932063f-700c-4327-9c34-59b7c3e19190,"Overall, would you say the increased use of artificial intelligence (AI) in daily life makes you feel…",986,114,29,193,484,2,17,16,151,107,34,130,0,97,36,34,78,18,91,742,14,5,25,27,64,0,288,400,184,85,21,8,483,488,8,7,88,245,653,539,113,334,33,327,134,282,165,21,20,4,0,0,6,0,0,0,1,1,10,2,0,0,0,16,0,0,3,0,0,0,0,0,0,30,0,0,0,0,0,0,26,0,0,0,38,70,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,12,0,0,0,0,0,0,3,13,0,0,0,11,0,1,0,0,0,0,0,0,0,4,1,183,40,0,0,1,29,9,0,0,22,0,16,143,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,13,0,0,0,0,0,0,16,0,0,0,0,0,13,0,0,0,0,0,5,2,0,0,0,1,0,24,0,1,1,0,0,0,19,8,2,0,1,9,0,1,0,0,0,4,0,0,0,0,8,10,0,0,0,8,0,11,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,10,0,2,2,25,52,0,0,0,0,0,12,0,0,1,12,69,92,223,8,24,0,47,36
1e2ffbb1-1f04-486f-849d-dceb22eb6df6,What religious group or faith do you most identify with?,986,114,29,193,484,2,17,16,151,107,34,130,0,97,36,34,78,18,91,742,14,5,25,27,64,0,288,400,184,85,21,8,483,488,8,7,88,245,653,539,113,334,33,327,134,282,165,21,20,4,0,0,6,0,0,0,1,1,10,2,0,0,0,16,0,0,3,0,0,0,0,0,0,30,0,0,0,0,0,0,26,0,0,0,38,70,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,12,0,0,0,0,0,0,3,13,0,0,0,11,0,1,0,0,0,0,0,0,0,4,1,183,40,0,0,1,29,9,0,0,22,0,16,143,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,13,0,0,0,0,0,0,16,0,0,0,0,0,13,0,0,0,0,0,5,2,0,0,0,1,0,24,0,1,1,0,0,0,19,8,2,0,1,9,0,1,0,0,0,4,0,0,0,0,8,10,0,0,0,8,0,11,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,10,0,2,2,25,52,0,0,0,0,0,12,0,0,1,12,69,92,223,8,24,0,47,36
074a34ab-92f8-4c30-bac0-59c9850802cb,What country or region do you most identify with?,986,114,29,193,484,2,17,16,151,107,34,130,0,97,36,34,78,18,91,742,14,5,25,27,64,0,288,400,184,85,21,8,483,488,8,7,88,245,653,539,113,334,33,327,134,282,165,21,20,4,0,0,6,0,0,0,1,1,10,2,0,0,0,16,0,0,3,0,0,0,0,0,0,30,0,0,0,0,0,0,26,0,0,0,38,70,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,12,0,0,0,0,0,0,3,13,0,0,0,11,0,1,0,0,0,0,0,0,0,4,1,183,40,0,0,1,29,9,0,0,22,0,16,143,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,13,0,0,0,0,0,0,16,0,0,0,0,0,13,0,0,0,0,0,5,2,0,0,0,1,0,24,0,1,1,0,0,0,19,8,2,0,1,9,0,1,0,0,0,4,0,0,0,0,8,10,0,0,0,8,0,11,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,10,0,2,2,25,52,0,0,0,0,0,12,0,0,1,12,69,92,223,8,24,0,47,36
ae768935-002f-49e2-b08f-92c7616b0533,"Thinking about the last three months, how often, if at all, have you noticed AI systems in your daily life?",981,114,29,193,482,2,17,16,151,107,32,127,0,97,35,34,78,18,91,738,13,5,25,27,64,0,288,397,182,85,21,8,482,484,8,7,88,244,649,534,113,334,33,326,132,281,164,21,20,4,0,0,6,0,0,0,1,1,10,2,0,0,0,16,0,0,3,0,0,0,0,0,0,30,0,0,0,0,0,0,26,0,0,0,38,70,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,12,0,0,0,0,0,0,3,13,0,0,0,11,0,1,0,0,0,0,0,0,0,4,1,181,40,0,0,1,29,9,0,0,22,0,16,143,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,13,0,0,0,0,0,0,16,0,0,0,0,0,13,0,0,0,0,0,5,2,0,0,0,1,0,24,0,1,1,0,0,0,19,6,2,0,1,9,0,1,0,0,0,4,0,0,0,0,8,10,0,0,0,8,0,11,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,10,0,2,2,24,52,0,0,0,0,0,12,0,0,1,12,69,92,221,8,24,0,47,36
926a5461-6a68-43c9-8279-94430dc9323e,"Thinking about the last three months, how often, if at all, have you noticed human interactions which have been replaced with automated systems?",979,114,29,193,481,2,17,16,151,107,32,126,0,97,34,34,78,18,91,736,13,5,25,27,64,0,288,396,181,85,21,8,480,484,8,7,87,244,648,534,112,333,33,325,132,280,164,21,20,4,0,0,6,0,0,0,1,1,10,2,0,0,0,16,0,0,3,0,0,0,0,0,0,30,0,0,0,0,0,0,26,0,0,0,38,70,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,12,0,0,0,0,0,0,3,13,0,0,0,11,0,1,0,0,0,0,0,0,0,4,1,181,40,0,0,1,29,9,0,0,22,0,16,143,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,13,0,0,0,0,0,0,16,0,0,0,0,0,13,0,0,0,0,0,5,2,0,0,0,1,0,24,0,1,1,0,0,0,19,6,2,0,1,9,0,1,0,0,0,4,0,0,0,0,8,10,0,0,0,8,0,11,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,9,0,2,2,23,52,0,0,0,0,0,12,0,0,1,12,69,92,221,8,24,0,46,36
1ebc80e1-d3e2-4dc5-987c-e4d637cf6bec,"Thinking about the last three months, how often, if at all, have you been expected to use an AI system at work?",978,114,29,193,480,2,17,16,151,107,32,126,0,97,34,34,78,18,91,735,13,5,25,27,64,0,287,396,181,85,21,8,480,483,8,7,87,244,647,533,112,333,33,324,132,280,164,21,20,4,0,0,6,0,0,0,1,1,10,2,0,0,0,16,0,0,3,0,0,0,0,0,0,30,0,0,0,0,0,0,26,0,0,0,38,70,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,12,0,0,0,0,0,0,3,13,0,0,0,11,0,1,0,0,0,0,0,0,0,4,1,181,40,0,0,1,29,9,0,0,22,0,16,143,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,13,0,0,0,0,0,0,16,0,0,0,0,0,13,0,0,0,0,0,5,2,0,0,0,1,0,24,0,1,1,0,0,0,18,6,2,0,1,9,0,1,0,0,0,4,0,0,0,0,8,10,0,0,0,8,0,11,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,9,0,2,2,23,52,0,0,0,0,0,12,0,0,1,12,69,91,221,8,24,0,46,36
3c74ec68-77f6-46a5-9918-0c8e97fb7bc8,"Thinking about the last three months, how often, if at all, have you personally chosen to use an AI system at work?",977,113,28,193,480,2,17,16,151,107,32,126,0,96,34,34,77,18,91,734,13,5,25,27,64,0,287,396,181,85,21,7,479,483,8,7,87,243,647,533,111,333,33,323,132,280,164,21,20,4,0,0,6,0,0,0,1,1,10,2,0,0,0,16,0,0,3,0,0,0,0,0,0,30,0,0,0,0,0,0,25,0,0,0,38,70,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,12,0,0,0,0,0,0,3,13,0,0,0,11,0,1,0,0,0,0,0,0,0,4,1,181,40,0,0,1,29,9,0,0,22,0,16,143,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,13,0,0,0,0,0,0,16,0,0,0,0,0,13,0,0,0,0,0,5,2,0,0,0,1,0,24,0,1,1,0,0,0,18,6,2,0,1,9,0,1,0,0,0,4,0,0,0,0,8,10,0,0,0,8,0,11,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,9,0,2,2,23,52,0,0,0,0,0,12,0,0,1,12,69,91,221,8,24,0,46,36
47cdf76a-9abf-4b5c-abbe-2d5b00ef172d,"Thinking about the last three months, how often, if at all, have you personally chosen to use an AI system in your personal life?",977,113,28,193,480,2,17,16,151,107,32,126,0,96,34,34,77,18,91,734,13,5,25,27,64,0,287,396,181,85,21,7,479,483,8,7,87,243,647,533,111,333,33,323,132,280,164,21,20,4,0,0,6,0,0,0,1,1,10,2,0,0,0,16,0,0,3,0,0,0,0,0,0,30,0,0,0,0,0,0,25,0,0,0,38,70,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,12,0,0,0,0,0,0,3,13,0,0,0,11,0,1,0,0,0,0,0,0,0,4,1,181,40,0,0,1,29,9,0,0,22,0,16,143,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,13,0,0,0,0,0,0,16,0,0,0,0,0,13,0,0,0,0,0,5,2,0,0,0,1,0,24,0,1,1,0,0,0,18,6,2,0,1,9,0,1,0,0,0,4,0,0,0,0,8,10,0,0,0,8,0,11,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,9,0,2,2,23,52,0,0,0,0,0,12,0,0,1,12,69,91,221,8,24,0,46,36
d633720f-a159-4922-925c-fd9f3245711e,"Thinking about the last three months, how often, if at all, have you interacted with AI systems to get advice on a sensitive personal issue or to get emotional support?",977,113,28,193,480,2,17,16,151,107,32,126,0,96,34,34,77,18,91,734,13,5,25,27,64,0,287,396,181,85,21,7,479,483,8,7,87,243,647,533,111,333,33,323,132,280,164,21,20,4,0,0,6,0,0,0,1,1,10,2,0,0,0,16,0,0,3,0,0,0,0,0,0,30,0,0,0,0,0,0,25,0,0,0,38,70,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,12,0,0,0,0,0,0,3,13,0,0,0,11,0,1,0,0,0,0,0,0,0,4,1,181,40,0,0,1,29,9,0,0,22,0,16,143,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,13,0,0,0,0,0,0,16,0,0,0,0,0,13,0,0,0,0,0,5,2,0,0,0,1,0,24,0,1,1,0,0,0,18,6,2,0,1,9,0,1,0,0,0,4,0,0,0,0,8,10,0,0,0,8,0,11,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,9,0,2,2,23,52,0,0,0,0,0,12,0,0,1,12,69,91,221,8,24,0,46,36
8b361c6c-eb59-415b-8536-7f80713c3e5e,"Thinking about the last three months, how often, if at all, have you interacted with AI systems to complete an action in the real world on your behalf without your supervision?",976,113,28,193,479,2,17,16,151,107,32,126,0,96,34,34,77,18,91,733,13,5,25,27,64,0,286,396,181,85,21,7,479,482,8,7,87,242,647,533,110,333,33,323,132,280,163,21,20,4,0,0,6,0,0,0,1,1,10,2,0,0,0,16,0,0,3,0,0,0,0,0,0,30,0,0,0,0,0,0,25,0,0,0,38,70,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,12,0,0,0,0,0,0,3,13,0,0,0,11,0,1,0,0,0,0,0,0,0,4,1,181,40,0,0,1,29,9,0,0,22,0,16,143,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,13,0,0,0,0,0,0,16,0,0,0,0,0,13,0,0,0,0,0,5,2,0,0,0,1,0,23,0,1,1,0,0,0,18,6,2,0,1,9,0,1,0,0,0,4,0,0,0,0,8,10,0,0,0,8,0,11,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,9,0,2,2,23,52,0,0,0,0,0,12,0,0,1,12,69,91,220,8,24,0,46,36
91fcb570-ec08-458e-af99-d9df0650384a,"What has been the most noticeable change in your daily life, if any, as a result of AI in the past year?",968,113,28,192,475,2,17,16,151,106,31,125,0,95,34,33,76,18,91,726,13,5,25,27,63,0,282,394,179,85,21,7,476,477,8,7,86,239,643,529,109,330,33,321,130,278,162,20,20,4,0,0,6,0,0,0,1,1,9,2,0,0,0,16,0,0,3,0,0,0,0,0,0,30,0,0,0,0,0,0,25,0,0,0,38,69,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,12,0,0,0,0,0,0,3,13,0,0,0,11,0,1,0,0,0,0,0,0,0,4,1,179,40,0,0,1,28,9,0,0,22,0,16,143,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,13,0,0,0,0,0,0,16,0,0,0,0,0,12,0,0,0,0,0,5,2,0,0,0,1,0,23,0,1,1,0,0,0,18,6,2,0,1,9,0,1,0,0,0,4,0,0,0,0,8,9,0,0,0,8,0,11,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,9,0,2,2,23,51,0,0,0,0,0,12,0,0,1,11,69,91,218,8,24,0,45,36
d1baeb26-baca-414f-91f6-72b023c02a65,"Considering both potential benefits and risks, how do you assess the overall impact on society of messaging apps?",968,113,28,192,475,2,17,16,151,106,31,125,0,95,34,33,76,18,91,726,13,5,25,27,63,0,282,394,179,85,21,7,476,477,8,7,86,239,643,529,109,330,33,321,130,278,162,20,20,4,0,0,6,0,0,0,1,1,9,2,0,0,0,16,0,0,3,0,0,0,0,0,0,30,0,0,0,0,0,0,25,0,0,0,38,69,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,12,0,0,0,0,0,0,3,13,0,0,0,11,0,1,0,0,0,0,0,0,0,4,1,179,40,0,0,1,28,9,0,0,22,0,16,143,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,13,0,0,0,0,0,0,16,0,0,0,0,0,12,0,0,0,0,0,5,2,0,0,0,1,0,23,0,1,1,0,0,0,18,6,2,0,1,9,0,1,0,0,0,4,0,0,0,0,8,9,0,0,0,8,0,11,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,9,0,2,2,23,51,0,0,0,0,0,12,0,0,1,11,69,91,218,8,24,0,45,36
8c50a77a-3fc2-49ce-b568-b7832c9b99e0,"Considering both potential benefits and risks, how do you assess the overall impact on society of social media apps?",968,113,28,192,475,2,17,16,151,106,31,125,0,95,34,33,76,18,91,726,13,5,25,27,63,0,282,394,179,85,21,7,476,477,8,7,86,239,643,529,109,330,33,321,130,278,162,20,20,4,0,0,6,0,0,0,1,1,9,2,0,0,0,16,0,0,3,0,0,0,0,0,0,30,0,0,0,0,0,0,25,0,0,0,38,69,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,12,0,0,0,0,0,0,3,13,0,0,0,11,0,1,0,0,0,0,0,0,0,4,1,179,40,0,0,1,28,9,0,0,22,0,16,143,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,13,0,0,0,0,0,0,16,0,0,0,0,0,12,0,0,0,0,0,5,2,0,0,0,1,0,23,0,1,1,0,0,0,18,6,2,0,1,9,0,1,0,0,0,4,0,0,0,0,8,9,0,0,0,8,0,11,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,9,0,2,2,23,51,0,0,0,0,0,12,0,0,1,11,69,91,218,8,24,0,45,36
30324a2e-b5b2-4e0a-a8f2-af599b55c40e,"Considering both potential benefits and risks, how do you assess the overall impact on society of AI chatbots?",968,113,28,192,475,2,17,16,151,106,31,125,0,95,34,33,76,18,91,726,13,5,25,27,63,0,282,394,179,85,21,7,476,477,8,7,86,239,643,529,109,330,33,321,130,278,162,20,20,4,0,0,6,0,0,0,1,1,9,2,0,0,0,16,0,0,3,0,0,0,0,0,0,30,0,0,0,0,0,0,25,0,0,0,38,69,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,12,0,0,0,0,0,0,3,13,0,0,0,11,0,1,0,0,0,0,0,0,0,4,1,179,40,0,0,1,28,9,0,0,22,0,16,143,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,13,0,0,0,0,0,0,16,0,0,0,0,0,12,0,0,0,0,0,5,2,0,0,0,1,0,23,0,1,1,0,0,0,18,6,2,0,1,9,0,1,0,0,0,4,0,0,0,0,8,9,0,0,0,8,0,11,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,9,0,2,2,23,51,0,0,0,0,0,12,0,0,1,11,69,91,218,8,24,0,45,36
