Question ID,Question Text,Response Text,Min Agreement Rate,44+,55+,Africa,Asia,Central America,Central Asia,Eastern Africa,Eastern Asia,Eastern Europe,Europe,North America,Norther Europe,Northern Africa,Northern America,O2: 18-25,O2: 26-35,O2: 36-45,O2: 46-55,O2: 56-65,O3: Female,O3: Male,O4: Rural,O4: Suburban,O4: Urban,O5: Equally concerned and excited,O5: More concerned than excited,O5: More excited than concerned,O6: Buddhism,O6: Christianity,O6: Hinduism,O6: I do not identify with any religious group or faith,O6: Islam,O6: Judaism,O6: Other religious group,South America,South Eastern Asia,Souther Asia,Southern Europe,Western Asia,Western Europe
33d71c79-81fb-430a-8dba-0709dd93f1cb,Think about your neighbor - do you think your neighbor would want this future and why?,"I don't think so, they are older people and I think they will have a more closed view on the matter.",0.5100,0.6400,0.5700,0.5500,0.6200,0.6500,0.6300,0.5100,0.5200,0.6100,0.6200,0.6100,0.5900,0.7300,0.6100,0.6200,0.6200,0.5300,0.6600,0.6200,0.6300,0.5800,0.5900,0.6400,0.5900,0.6300,0.6800,0.5400,0.5500,0.5900,0.6300,0.6000,0.6400,0.5500,0.6500,0.6000,0.7200,0.6500,0.5400,0.5600,0.7200
33d71c79-81fb-430a-8dba-0709dd93f1cb,Think about your neighbor - do you think your neighbor would want this future and why?,"I don't think so. I come from a city with a small community and accustomed to human company, where this factor is more important to everyone than AI.",0.5000,0.6100,0.5700,0.5400,0.5900,0.7600,0.6900,0.5200,0.5000,0.7100,0.6200,0.6400,0.5600,0.6100,0.6200,0.6000,0.6100,0.5200,0.6200,0.6200,0.6100,0.5700,0.5900,0.6200,0.5800,0.6300,0.5900,0.5400,0.5800,0.6100,0.5800,0.5700,0.6100,0.5000,0.6500,0.6500,0.6500,0.6100,0.5000,0.5600,0.6700
33d71c79-81fb-430a-8dba-0709dd93f1cb,Think about your neighbor - do you think your neighbor would want this future and why?,"My neighbor are old people with traditional outlook in life. If explained the advantages, they may want certain aspects of it. But to give AI the power to make a call on one's final stage is not what they'd want.",0.5000,0.6400,0.6800,0.5500,0.6300,0.7100,0.6300,0.5400,0.5600,0.7400,0.6400,0.6400,0.6500,0.6100,0.6300,0.6300,0.6400,0.5200,0.6200,0.7100,0.6300,0.6000,0.6000,0.6300,0.6100,0.6400,0.6300,0.5700,0.5800,0.6300,0.6200,0.5900,0.6400,0.5000,0.6500,0.6300,0.6900,0.6500,0.5000,0.5600,0.6400
33d71c79-81fb-430a-8dba-0709dd93f1cb,Think about your neighbor - do you think your neighbor would want this future and why?,"I live in a modern world, my neighbors don't. I am more open to the new world, but my neighbors still choose the traditional way. This is because of their educational background and someone's curiosity. Moreover, we live in a village and a developing country. It is very difficult to make neighbors understand what AI is.",0.5000,0.6400,0.5700,0.5100,0.6000,0.7100,0.6900,0.5000,0.5100,0.7100,0.6000,0.6200,0.5300,0.5800,0.6100,0.6000,0.6000,0.5100,0.6600,0.6200,0.6100,0.5600,0.6100,0.5800,0.5900,0.6100,0.6000,0.5500,0.5800,0.5900,0.5600,0.5700,0.6100,0.5000,0.7000,0.6500,0.6600,0.6200,0.5000,0.5300,0.6400
33d71c79-81fb-430a-8dba-0709dd93f1cb,Think about your neighbor - do you think your neighbor would want this future and why?,"I think he'd resist at first, since he's a person from a different era with a different way of thinking about technology. His final decision on whether or not to accept the use of AI will depend on how much its use affects his life.",0.5000,0.6300,0.6800,0.5600,0.6200,0.7100,0.6300,0.5500,0.5300,0.7400,0.6200,0.6600,0.5900,0.6100,0.6600,0.6300,0.6400,0.5100,0.6100,0.7100,0.6300,0.5900,0.6000,0.6200,0.6100,0.6400,0.6300,0.5500,0.6100,0.6300,0.6100,0.5800,0.6400,0.5000,0.6500,0.6200,0.6900,0.6500,0.5000,0.5300,0.6100
33d71c79-81fb-430a-8dba-0709dd93f1cb,Think about your neighbor - do you think your neighbor would want this future and why?,I don’t think my neighbors want this kind of future. They may not think that AI can help them. They may not even think that mental illness is serious. They just think it’s caused by idleness or pretending. The large-scale coverage of AI requires the cognition of most people to be improved accordingly.,0.5000,0.6200,0.6100,0.5500,0.6000,0.7100,0.6900,0.5500,0.5000,0.7100,0.5900,0.6300,0.5000,0.5800,0.6200,0.6000,0.6100,0.5300,0.6200,0.6700,0.6100,0.5800,0.6000,0.6000,0.5900,0.6200,0.5900,0.5500,0.6100,0.6100,0.5800,0.5600,0.6200,0.5000,0.6500,0.6500,0.6700,0.6100,0.5000,0.5600,0.6400
33d71c79-81fb-430a-8dba-0709dd93f1cb,Think about your neighbor - do you think your neighbor would want this future and why?,"I think that we also primarily need human care and subtleties, especially in the area of health. Because of this, and also because my neighbors are elderly, I believe that fear of artificial intelligence would not make them want this future.",0.5000,0.6200,0.5700,0.5500,0.6200,0.7600,0.7500,0.5200,0.5200,0.6800,0.6200,0.6400,0.5900,0.6700,0.6200,0.6200,0.6200,0.5400,0.6400,0.5700,0.6200,0.5800,0.6000,0.6200,0.6000,0.6400,0.6300,0.5400,0.5200,0.6000,0.6100,0.6000,0.6400,0.5000,0.7000,0.6300,0.6700,0.6500,0.5000,0.5300,0.6700
52e883fc-9719-40e2-bc12-ae84c4ac5b27,Please explain whether you agree or disagree and why.,"It affects someone's money, they must be informed.",0.4800,0.5800,0.5600,0.5500,0.5500,0.6300,0.5300,0.5600,0.4800,0.6100,0.6000,0.5700,0.5900,0.5200,0.5500,0.5700,0.5500,0.5700,0.5900,0.5500,0.5700,0.5600,0.4800,0.5500,0.5800,0.5500,0.5700,0.5800,0.4800,0.6000,0.5000,0.5500,0.5600,0.6800,0.6000,0.6000,0.6200,0.5400,0.5400,0.6600,0.6300
52e883fc-9719-40e2-bc12-ae84c4ac5b27,Please explain whether you agree or disagree and why.,"I agree because transparency in financial transactions is crucial for trust and security. Users should know what data AI is using to prevent errors, fraud, or unintended consequences.",0.4800,0.5500,0.4800,0.5400,0.5600,0.5000,0.5300,0.5600,0.5300,0.5500,0.6300,0.4900,0.6800,0.4800,0.4900,0.5600,0.5400,0.5800,0.5700,0.5000,0.5300,0.5900,0.5100,0.5600,0.5600,0.5500,0.5500,0.5700,0.5200,0.5900,0.5100,0.5500,0.5400,0.5800,0.5500,0.5500,0.6100,0.5600,0.5400,0.5200,0.7100
52e883fc-9719-40e2-bc12-ae84c4ac5b27,Please explain whether you agree or disagree and why.,we need to know where our secured information is being used,0.4800,0.5500,0.4800,0.5900,0.5500,0.5000,0.5300,0.6000,0.5200,0.6100,0.6000,0.5100,0.5600,0.5200,0.5100,0.5900,0.5200,0.5900,0.5700,0.5500,0.5500,0.5600,0.4800,0.5600,0.5700,0.5500,0.5400,0.5700,0.5500,0.6000,0.5000,0.5300,0.5500,0.5800,0.5000,0.5200,0.6000,0.5400,0.5800,0.5500,0.6600
52e883fc-9719-40e2-bc12-ae84c4ac5b27,Please explain whether you agree or disagree and why.,"I agree because financial transactions require transparency to ensure trust, security, and accountability. Users should know what data AI is using to make decisions, as this impacts their financial well-being and helps prevent fraud or unauthorized actions. Clear disclosure allows users to verify accuracy and maintain control over their personal and financial information.",0.4800,0.5700,0.5600,0.5300,0.5500,0.5000,0.5300,0.5400,0.5300,0.5800,0.6400,0.5100,0.6500,0.4800,0.5100,0.5600,0.5300,0.5900,0.5700,0.5500,0.5300,0.5800,0.5500,0.5400,0.5600,0.5500,0.5900,0.5600,0.4800,0.5900,0.5200,0.5700,0.5300,0.5800,0.5500,0.5500,0.6300,0.5400,0.5800,0.5500,0.7100
52e883fc-9719-40e2-bc12-ae84c4ac5b27,Please explain whether you agree or disagree and why.,"Because finance is a sensitive topic, and users must be informed about where they get their information.",0.4800,0.5400,0.5200,0.5300,0.5600,0.5600,0.6000,0.5500,0.4800,0.5500,0.5900,0.5400,0.5600,0.4800,0.5400,0.5600,0.5500,0.5800,0.5500,0.5500,0.5500,0.5500,0.4800,0.5600,0.5700,0.5400,0.5400,0.5800,0.5800,0.5900,0.5300,0.5300,0.5400,0.6800,0.5000,0.5400,0.6000,0.5500,0.5400,0.6800,0.6900
52e883fc-9719-40e2-bc12-ae84c4ac5b27,Please explain whether you agree or disagree and why.,Financial information is very important personal information and must be disclosed to users.,0.4800,0.5300,0.4800,0.5400,0.5600,0.5600,0.5300,0.5400,0.5300,0.6100,0.6000,0.5000,0.5300,0.5200,0.4900,0.5800,0.5300,0.5900,0.5500,0.5000,0.5500,0.5600,0.4800,0.5400,0.5700,0.5500,0.5500,0.5700,0.6100,0.5700,0.5000,0.5400,0.5700,0.6300,0.5500,0.5500,0.6000,0.5400,0.5800,0.7000,0.6600
52e883fc-9719-40e2-bc12-ae84c4ac5b27,Please explain whether you agree or disagree and why.,"Again, financial decisions are important and people do seek transparency in this regard.",0.4800,0.5500,0.4800,0.5300,0.5400,0.5600,0.5300,0.5400,0.5200,0.6500,0.6300,0.5000,0.7100,0.5200,0.4900,0.5500,0.5300,0.5900,0.5700,0.5000,0.5200,0.5700,0.5200,0.5500,0.5500,0.5500,0.5500,0.5500,0.4800,0.5600,0.4900,0.5600,0.5500,0.5300,0.7000,0.5200,0.5900,0.5300,0.5400,0.6100,0.6000
52e883fc-9719-40e2-bc12-ae84c4ac5b27,Please explain whether you agree or disagree and why.,it seems more honest and transparent,0.4800,0.5200,0.6700,0.5300,0.5200,0.5600,0.5300,0.5400,0.4800,0.5200,0.6000,0.5800,0.7100,0.4800,0.5700,0.5400,0.5200,0.5900,0.4800,0.7000,0.5100,0.5700,0.6300,0.5300,0.5300,0.5300,0.5000,0.5600,0.5500,0.5600,0.5300,0.4900,0.5500,0.5300,0.6000,0.4800,0.5400,0.5200,0.5000,0.5700,0.6600
52e883fc-9719-40e2-bc12-ae84c4ac5b27,Please explain whether you agree or disagree and why.,I think doing this will maintain the transparency as well as the quality of the data.,0.4700,0.5200,0.5600,0.5800,0.5500,0.5600,0.5300,0.6000,0.5200,0.6800,0.6800,0.4900,0.6800,0.5200,0.4700,0.5800,0.5400,0.6400,0.5100,0.5500,0.5300,0.6000,0.5500,0.5500,0.5700,0.5700,0.5300,0.5700,0.5500,0.6000,0.5200,0.5500,0.5800,0.5300,0.5000,0.5100,0.6200,0.5500,0.5800,0.5500,0.7400
52e883fc-9719-40e2-bc12-ae84c4ac5b27,Please explain whether you agree or disagree and why.,"Agree

It's very important for transparency",0.4700,0.5800,0.5900,0.5700,0.5600,0.6300,0.4700,0.5800,0.5500,0.6500,0.6300,0.5000,0.6200,0.4800,0.4700,0.5800,0.5200,0.6300,0.5700,0.6000,0.5400,0.5900,0.5700,0.5500,0.5700,0.5600,0.5600,0.5700,0.5500,0.5900,0.5400,0.5400,0.5500,0.4700,0.6500,0.5200,0.5600,0.5800,0.5800,0.5500,0.6600
63a99154-3b0e-4375-aaa1-6665f699f6d6,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,Scenario 2 like this human can’t be replaced and still we can use ai,0.6400,0.7200,0.8600,0.7700,0.7400,0.9400,0.6700,0.7300,0.6400,0.7700,0.7400,0.8300,0.6500,0.9700,0.8000,0.8000,0.7300,0.7600,0.6800,0.8600,0.7900,0.7200,0.7500,0.7900,0.7500,0.8000,0.8800,0.6500,0.6500,0.7400,0.8100,0.7200,0.7900,0.8500,0.8500,0.7800,0.7600,0.7700,0.7900,0.7800,0.7800
63a99154-3b0e-4375-aaa1-6665f699f6d6,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,My preference would be Scenario 2. I think this particular Scenario allows AI to not have a controlling presence in these procedures. It can still provide assistance if necessary as long as it maintains clear boundaries.,0.6400,0.7100,0.8600,0.7700,0.7300,0.9400,0.6700,0.7400,0.6400,0.7700,0.7400,0.8200,0.6500,0.9700,0.7800,0.8000,0.7400,0.7600,0.6700,0.8600,0.7900,0.7200,0.7500,0.7900,0.7400,0.8000,0.8800,0.6500,0.6500,0.7400,0.8100,0.7100,0.7900,0.8500,0.8500,0.7800,0.7600,0.7600,0.7900,0.7800,0.7800
63a99154-3b0e-4375-aaa1-6665f699f6d6,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,"I prefer scenario 2, I like the idea of AI having limits and only being used as tools, so that there is no catastrophic scenario later on.",0.6400,0.7100,0.7900,0.7600,0.7200,0.8800,0.6700,0.7300,0.6400,0.8100,0.7600,0.8100,0.6500,0.9700,0.7800,0.8000,0.7300,0.7500,0.6900,0.8100,0.7800,0.7300,0.7500,0.7900,0.7400,0.7900,0.8500,0.6600,0.6500,0.7400,0.7800,0.7300,0.7900,0.8500,0.7500,0.7900,0.7300,0.7500,0.7900,0.7800,0.8100
63a99154-3b0e-4375-aaa1-6665f699f6d6,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,"Preferably both, but if I had to choose it would be scenario 2 since scenario 1 sounds like a loss of humanity, losing the interaction with humans means we are less human.",0.6400,0.7100,0.7900,0.7600,0.7200,0.8800,0.6700,0.7300,0.6400,0.8100,0.7600,0.8100,0.6500,0.9700,0.7800,0.8000,0.7300,0.7400,0.6900,0.8100,0.7700,0.7300,0.7500,0.7900,0.7300,0.7900,0.8500,0.6600,0.6500,0.7300,0.7800,0.7300,0.7900,0.8500,0.7500,0.7900,0.7200,0.7500,0.7900,0.7800,0.8100
63a99154-3b0e-4375-aaa1-6665f699f6d6,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,"Scenario 2, boundaries should be set for AI. AI should remain a tool and not a replacement for human ",0.6300,0.7200,0.8600,0.7700,0.7300,0.9400,0.6700,0.7500,0.6300,0.7700,0.7400,0.8400,0.6500,0.9400,0.8100,0.7900,0.7400,0.7600,0.6800,0.8600,0.7900,0.7300,0.7400,0.7800,0.7500,0.8000,0.8700,0.6500,0.6500,0.7500,0.8100,0.7100,0.7900,0.8500,0.8500,0.7800,0.7600,0.7700,0.7900,0.7800,0.7500
63a99154-3b0e-4375-aaa1-6665f699f6d6,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,2. AI should base on the culture respectful,0.6300,0.7300,0.8200,0.7400,0.7200,0.8800,0.6700,0.7200,0.6400,0.7400,0.7400,0.8100,0.6500,0.9400,0.7800,0.7500,0.7300,0.7500,0.7000,0.9000,0.7600,0.7200,0.7500,0.7500,0.7300,0.7900,0.8400,0.6300,0.6500,0.7300,0.8000,0.6900,0.7800,0.7500,0.8500,0.7900,0.7300,0.7500,0.7900,0.7600,0.7800
63a99154-3b0e-4375-aaa1-6665f699f6d6,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,"I like Option 2. I think this can be achieved by training AI on a global public database. Of course, Option 1 and Option 2 are not completely in conflict. People need both general AI and their own small circles. However, I think the existence of Option 2 can make global communication smoother, so I support its existence.",0.6200,0.7100,0.8600,0.7700,0.7300,0.8800,0.6700,0.7500,0.6400,0.7700,0.7200,0.8300,0.6200,0.9400,0.8100,0.7700,0.7400,0.7600,0.6700,0.9000,0.7800,0.7300,0.7400,0.7600,0.7500,0.8000,0.8600,0.6400,0.6500,0.7500,0.8100,0.7100,0.7900,0.7500,0.8500,0.7900,0.7500,0.7600,0.7900,0.7600,0.7200
63a99154-3b0e-4375-aaa1-6665f699f6d6,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,"Second, I don't want artificial intelligence to be a primary partner, but rather a secondary partner.",0.6200,0.7100,0.8200,0.7500,0.7200,0.8200,0.6700,0.7100,0.6400,0.7700,0.7200,0.8000,0.6200,1.0000,0.7800,0.7700,0.7200,0.7200,0.6800,0.8600,0.7700,0.7000,0.7400,0.7700,0.7200,0.7700,0.8700,0.6300,0.6500,0.7200,0.7800,0.6900,0.7900,0.8000,0.8500,0.7400,0.7600,0.7400,0.7900,0.7300,0.7200
63a99154-3b0e-4375-aaa1-6665f699f6d6,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,2. Because man's companion can only be man.,0.6200,0.6900,0.8600,0.7500,0.7000,0.8800,0.6700,0.7000,0.6500,0.6800,0.6900,0.8000,0.6200,1.0000,0.7700,0.7600,0.6900,0.7200,0.6300,0.8600,0.7400,0.6900,0.7200,0.7400,0.7100,0.7500,0.8400,0.6300,0.6500,0.7100,0.7400,0.6800,0.7500,0.8000,0.8500,0.7100,0.7100,0.7200,0.7500,0.7300,0.7200
63a99154-3b0e-4375-aaa1-6665f699f6d6,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,Option 2 shows respect for everyone,0.6200,0.7200,0.8600,0.7000,0.7000,0.7600,0.6700,0.6800,0.6400,0.7100,0.7100,0.7800,0.6500,0.8800,0.7800,0.7300,0.6800,0.7400,0.6800,0.9000,0.7400,0.6900,0.7400,0.7200,0.7000,0.7400,0.8200,0.6200,0.6500,0.7100,0.7700,0.6700,0.7200,0.7000,0.8000,0.7400,0.7100,0.7200,0.7500,0.7100,0.7500
9cc4f2fc-dee9-4196-b1c7-b437544668c8,Can you explain why you gave that trust score to your AI chatbot?,"AI is not so objective about gender and politics, and will reflect the values of the company it represents.",0.4500,0.4900,0.4600,0.4800,0.4800,0.5900,0.5000,0.4600,0.5200,0.5500,0.5400,0.5500,0.4700,0.6400,0.5400,0.4800,0.5100,0.5100,0.4900,0.4800,0.5100,0.5000,0.5100,0.5200,0.4900,0.5200,0.4700,0.4800,0.5900,0.4900,0.5000,0.4900,0.5200,0.4500,0.6000,0.4600,0.4800,0.4700,0.6300,0.4700,0.5300
9cc4f2fc-dee9-4196-b1c7-b437544668c8,Can you explain why you gave that trust score to your AI chatbot?,BECAUSE IT GIVES ME GOOD ADVICES ALL THE TIME.,0.4400,0.4800,0.6100,0.5300,0.5400,0.5300,0.5000,0.5000,0.5200,0.4800,0.4800,0.4600,0.5000,0.6700,0.4500,0.5200,0.5500,0.5000,0.4400,0.4800,0.5200,0.5300,0.5300,0.5400,0.5200,0.5300,0.4600,0.5400,0.4700,0.5200,0.5600,0.4800,0.5900,0.4500,0.6000,0.5900,0.5700,0.5400,0.5000,0.5100,0.4400
9cc4f2fc-dee9-4196-b1c7-b437544668c8,Can you explain why you gave that trust score to your AI chatbot?,He is programmed not to deceive me.,0.4300,0.4700,0.4600,0.4700,0.5300,0.5300,0.5600,0.4500,0.6000,0.5200,0.5500,0.4800,0.6500,0.5800,0.4700,0.5000,0.5300,0.5400,0.4700,0.4300,0.5200,0.5100,0.5600,0.5300,0.5000,0.5300,0.5200,0.4900,0.5000,0.4900,0.5400,0.5100,0.5600,0.4500,0.6000,0.5100,0.5200,0.5200,0.5800,0.4400,0.4700
9cc4f2fc-dee9-4196-b1c7-b437544668c8,Can you explain why you gave that trust score to your AI chatbot?,Because sometimes it gives me false statistics that do not exist.,0.4300,0.4700,0.4600,0.4500,0.4800,0.4700,0.6300,0.4400,0.5300,0.4500,0.5000,0.4800,0.5000,0.5800,0.4900,0.4600,0.5200,0.4400,0.4700,0.5200,0.4900,0.4800,0.5100,0.5200,0.4700,0.5100,0.4300,0.4600,0.5000,0.4700,0.4800,0.4900,0.4800,0.4500,0.5500,0.5100,0.4400,0.4600,0.5400,0.4900,0.5000
9cc4f2fc-dee9-4196-b1c7-b437544668c8,Can you explain why you gave that trust score to your AI chatbot?,I always prompt it to work in my favour at all times. It makes me way productive.,0.4200,0.4900,0.6100,0.5300,0.5500,0.5300,0.6900,0.5000,0.5100,0.5200,0.5000,0.4800,0.5300,0.6400,0.4700,0.5500,0.5500,0.5000,0.4500,0.4800,0.5200,0.5500,0.5500,0.5600,0.5200,0.5400,0.4700,0.5400,0.4700,0.5400,0.5600,0.4900,0.5900,0.5000,0.6000,0.5900,0.5800,0.5500,0.5400,0.5300,0.4200
9cc4f2fc-dee9-4196-b1c7-b437544668c8,Can you explain why you gave that trust score to your AI chatbot?,AI chatbot has no emotions and might fail to understand the seriousness of a situation ,0.4200,0.4700,0.4600,0.5200,0.5100,0.4700,0.4400,0.5100,0.5700,0.5500,0.5400,0.4500,0.6500,0.5500,0.4500,0.5100,0.5200,0.5300,0.4700,0.4300,0.5200,0.5100,0.5200,0.5300,0.5100,0.5200,0.5000,0.5100,0.4400,0.5100,0.5500,0.5000,0.5400,0.5000,0.6500,0.5100,0.4800,0.5200,0.5000,0.4200,0.4700
9cc4f2fc-dee9-4196-b1c7-b437544668c8,Can you explain why you gave that trust score to your AI chatbot?,AI only executes a command it has no rationale  to act in my best interest unless i ask it to,0.4200,0.4400,0.5000,0.5100,0.5100,0.6500,0.5600,0.4800,0.5300,0.5500,0.4900,0.4800,0.4400,0.7000,0.4500,0.5000,0.5200,0.5100,0.4200,0.4300,0.5300,0.4800,0.5300,0.5000,0.5100,0.5000,0.4900,0.5200,0.5300,0.4900,0.5200,0.4900,0.5500,0.4500,0.6500,0.5200,0.5300,0.4900,0.4600,0.4700,0.5000
9cc4f2fc-dee9-4196-b1c7-b437544668c8,Can you explain why you gave that trust score to your AI chatbot?,I am neutral because sometimes it does not work in my favor,0.4200,0.4500,0.5400,0.4400,0.5300,0.5300,0.6300,0.4300,0.5600,0.5200,0.5000,0.4700,0.5900,0.5200,0.4600,0.5100,0.5000,0.5100,0.4200,0.5700,0.5100,0.5000,0.5100,0.5300,0.4900,0.5200,0.4800,0.4800,0.4400,0.4700,0.5400,0.4900,0.5500,0.5500,0.6500,0.5200,0.5200,0.5200,0.5000,0.4900,0.4200
9cc4f2fc-dee9-4196-b1c7-b437544668c8,Can you explain why you gave that trust score to your AI chatbot?,"I think an AI chatbot can easily be manipulated into doing inappropriate things, or can be used to make threatening or obscene content.",0.4100,0.5700,0.4600,0.5400,0.5500,0.6500,0.5600,0.5200,0.5200,0.6800,0.5700,0.5200,0.5900,0.5800,0.4900,0.5300,0.5700,0.4900,0.6000,0.4300,0.5500,0.5300,0.5700,0.4900,0.5600,0.5400,0.5300,0.5500,0.4100,0.5400,0.6200,0.5000,0.6000,0.5000,0.5500,0.5100,0.5200,0.6000,0.5800,0.4400,0.4400
9cc4f2fc-dee9-4196-b1c7-b437544668c8,Can you explain why you gave that trust score to your AI chatbot?,From my past experience,0.4100,0.5200,0.5000,0.5300,0.5300,0.6500,0.5600,0.5000,0.5600,0.6100,0.5800,0.4800,0.6500,0.6700,0.4500,0.5200,0.5400,0.5500,0.5300,0.4300,0.5300,0.5400,0.5800,0.5300,0.5300,0.5400,0.5100,0.5300,0.4100,0.5300,0.5200,0.5400,0.5700,0.4500,0.6500,0.6100,0.5200,0.5200,0.5400,0.4700,0.5000
a170b4e5-508e-471a-b0eb-38f882c87671,Would you want this future or not? Please explain why.,"Yes, but bias may lead to the prevalence of consumerism",0.5800,0.6600,0.6400,0.6300,0.6400,0.5900,0.6900,0.6300,0.6300,0.6500,0.7100,0.6800,0.7600,0.6100,0.6900,0.6400,0.6500,0.6600,0.6700,0.6200,0.6600,0.6400,0.6200,0.7300,0.6300,0.6700,0.7000,0.6000,0.6800,0.6200,0.6600,0.6800,0.6500,0.6500,0.6500,0.6600,0.6300,0.6500,0.7100,0.5800,0.7200
a170b4e5-508e-471a-b0eb-38f882c87671,Would you want this future or not? Please explain why.,"I strongly wouldn't. Firstly because I really doub thte claim that it would reduce waste and costs, and secondly because the ai manipulation of public opinion is a nightmare scenario we already live with. ",0.5500,0.6900,0.6100,0.5500,0.6100,0.6500,0.7500,0.5500,0.5800,0.7400,0.7700,0.7000,0.7900,0.6100,0.7000,0.6000,0.6600,0.6200,0.7100,0.6200,0.6600,0.6100,0.6500,0.7000,0.6100,0.6600,0.6600,0.5800,0.5800,0.5800,0.6700,0.6900,0.6100,0.6500,0.8000,0.6900,0.5900,0.6300,0.7900,0.5800,0.7500
a170b4e5-508e-471a-b0eb-38f882c87671,Would you want this future or not? Please explain why.,It could work but there would be a risk that it could be manipulated to make propaganda.,0.5200,0.6300,0.5400,0.6000,0.6600,0.6500,0.8100,0.6100,0.6500,0.6100,0.7100,0.6700,0.7400,0.5200,0.6800,0.6600,0.6600,0.6500,0.6500,0.5700,0.6700,0.6300,0.6200,0.6900,0.6400,0.6600,0.6900,0.6200,0.6800,0.6200,0.6600,0.6700,0.6600,0.5500,0.8000,0.6600,0.6600,0.6500,0.7100,0.6200,0.7800
